date,value
25-02-2007,$2.61
18-02-2007,$2.71
11-02-2007,$2.99
04-02-2007,$2.24
28-01-2007,$2.58
21-01-2007,$2.51
14-01-2007,$2.30
07-01-2007,$1.55
31-12-2006,$1.49
24-12-2006,$2.47
17-12-2006,$3.00
10-12-2006,$3.11
03-12-2006,$2.86
26-11-2006,$2.32
19-11-2006,$2.03
12-11-2006,$1.68
05-11-2006,$1.18
29-10-2006,$1.21
22-10-2006,$1.27
15-10-2006,$1.41
08-10-2006,$1.63
01-10-2006,$1.60
24-09-2006,$1.64
17-09-2006,$1.53
10-09-2006,$1.28
03-09-2006,$1.24
27-08-2006,$1.18
20-08-2006,$1.13
13-08-2006,$1.11
06-08-2006,$1.05
30-07-2006,$1.08
23-07-2006,$1.19
16-07-2006,$1.24
09-07-2006,$1.12
02-07-2006,$0.91
25-06-2006,$0.96
18-06-2006,$0.79
11-06-2006,$0.80
04-06-2006,$0.95
28-05-2006,$1.01
21-05-2006,$1.17
14-05-2006,$1.15
16-04-2006,$1.09
09-04-2006,$1.50
02-04-2006,$1.48
26-03-2006,$1.27
19-03-2006,$1.24
12-03-2006,$1.23
05-03-2006,$1.18
26-02-2006,$1.60
19-02-2006,$1.82
12-02-2006,$1.74
05-02-2006,$1.74
29-01-2006,$1.58
22-01-2006,$1.71
15-01-2006,$1.74
08-01-2006,$1.89
25-12-2005,$2.49
18-12-2005,$3.46
11-12-2005,$3.19
04-12-2005,$2.44
27-11-2005,$1.99
20-11-2005,$1.70
13-11-2005,$2.04
06-11-2005,$1.70
30-10-2005,$1.02
23-10-2005,$0.98
16-10-2005,$1.06
09-10-2005,$1.10
02-10-2005,$1.11
25-09-2005,$1.19
18-09-2005,$1.24
11-09-2005,$1.24
04-09-2005,$1.27
28-08-2005,$1.36
21-08-2005,$1.30
14-08-2005,$1.18
07-08-2005,$1.11
31-07-2005,$0.88
24-07-2005,$1.10
17-07-2005,$1.05
10-07-2005,$0.93
03-07-2005,$0.93
26-06-2005,$1.03
19-06-2005,$1.05
12-06-2005,$0.99
05-06-2005,$0.79
29-05-2005,$0.76
22-05-2005,$0.84
15-05-2005,$1.12
08-05-2005,$1.14
01-05-2005,$1.15
24-04-2005,$0.97
17-04-2005,$0.86
10-04-2005,$1.03
03-04-2005,$0.99
27-03-2005,$1.02
20-03-2005,$0.99
13-03-2005,$0.96
06-03-2005,$1.16
27-02-2005,$1.66
20-02-2005,$1.96
13-02-2005,$1.99
06-02-2005,$1.99
30-01-2005,$1.96
23-01-2005,$1.89
16-01-2005,$2.21
02-01-2005,$2.49
26-12-2004,$3.21
19-12-2004,$0.18
12-12-2004,$2.85
05-12-2004,$2.74
28-11-2004,$2.34
21-11-2004,$2.61
14-11-2004,$3.09
07-11-2004,$2.99
31-10-2004,$2.65
24-10-2004,$2.28
10-10-2004,$1.21
03-10-2004,$1.45
26-09-2004,$1.49
19-09-2004,$1.56
12-09-2004,$1.61
05-09-2004,$1.45
29-08-2004,$1.34
22-08-2004,$1.18
15-08-2004,$1.18
08-08-2004,$1.18
01-08-2004,$1.05
25-07-2004,$0.89
11-07-2004,$0.89
04-07-2004,$0.93
27-06-2004,$1.01
20-06-2004,$0.97
13-06-2004,$0.96
06-06-2004,$0.98
30-05-2004,$0.97
23-05-2004,$1.00
16-05-2004,$0.96
09-05-2004,$0.88
02-05-2004,$0.99
25-04-2004,$0.95
18-04-2004,$0.79
11-04-2004,$0.72
04-04-2004,$1.02
28-03-2004,$1.10
21-03-2004,$0.83
14-03-2004,$0.96
07-03-2004,$1.28
29-02-2004,$1.79
22-02-2004,$2.11
15-02-2004,$2.03
08-02-2004,$2.11
01-02-2004,$2.18
25-01-2004,$2.02
18-01-2004,$1.94
11-01-2004,$2.68
04-01-2004,$3.24
21-12-2003,$3.24
14-12-2003,$0.59
07-12-2003,$3.24
30-11-2003,$3.24
23-11-2003,$3.24
16-11-2003,$3.09
09-11-2003,$2.75
02-11-2003,$2.19
26-10-2003,$1.49
19-10-2003,$1.47
12-10-2003,$1.49
05-10-2003,$1.55
28-09-2003,$1.51
21-09-2003,$1.49
14-09-2003,$1.34
07-09-2003,$1.25
31-08-2003,$1.13
24-08-2003,$1.11
17-08-2003,$1.00
10-08-2003,$0.95
03-08-2003,$1.01
27-07-2003,$1.20
20-07-2003,$1.30
13-07-2003,$1.08
06-07-2003,$0.76
29-06-2003,$0.79
22-06-2003,$0.81
15-06-2003,$0.90
08-06-2003,$0.89
01-06-2003,$0.87
25-05-2003,$0.82
18-05-2003,$0.91
11-05-2003,$1.00
04-05-2003,$1.10
27-04-2003,$1.01
20-04-2003,$0.89
13-04-2003,$1.21
06-04-2003,$1.22
30-03-2003,$1.10
23-03-2003,$1.11
